trial_name,breeding_program,location,year,design_type,description,trial_type,plot_width,plot_length,field_size,planting_date,harvest_date,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,range_number,row_number,col_number,seedlot_name,num_seed_per_plot,weight_gram_seed_per_plot,entry_number,is_private,intercrop_accession_name
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_10,ND210038,10,1,,,,10,1,,,,,,NDP150412G
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_11,NO_OATS_PLANTED,11,1,,,,1,2,,,,,,ND DAWN
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_12,ND190393,12,1,,,,2,2,,,,,,ND DAWN
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_13,ND190393,13,1,,,,3,2,,,,,,NDP140510Y
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_14,ND Spilde,14,1,,,,4,2,,,,,,NDP150231Y
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_15,NO_OATS_PLANTED,15,1,,,,5,2,,,,,,NDP140510Y
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_16,ND190393,16,1,,,,6,2,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_17,IL17-1704,17,1,,,,7,2,,,,,,ND VICTORY
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_18,SD Momentum,18,1,,,,8,2,,,,,,NDP140510Y
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_19,IL17-1704,19,1,,,,9,2,,,,,,ND VICTORY
B4I_2025_PM3D_NY,Intercropping Cooperative,"Ithaca, NY",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_NY_20,ND210038,20,1,,,,10,2,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_401,ND Spilde,401,1,,,,1,2,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_402,SD Momentum,402,1,,,,1,1,,,,,,NDP150231Y
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_403,SD Momentum,403,1,,,,2,1,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_404,NO_OATS_PLANTED,404,1,,,,2,2,,,,,,NDP140510Y
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_405,ND190393,405,1,,,,3,2,,,,,,ND VICTORY
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_406,ND210038,406,1,,,,3,1,,,,,,ND DAWN
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_407,SD Momentum,407,1,,,,4,1,,,,,,ND DAWN
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_408,NO_OATS_PLANTED,408,1,,,,4,2,,,,,,ND DAWN
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_409,ND210038,409,1,,,,5,2,,,,,,ND VICTORY
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_410,ND190393,410,1,,,,5,1,,,,,,NDP140510Y
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_411,NO_OATS_PLANTED,411,1,,,,6,1,,,,,,NDP150412G
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_412,IL17-1704,412,1,,,,6,2,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_413,IL17-1704,413,1,,,,7,2,,,,,,NDP140510Y
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_414,ND Spilde,414,1,,,,7,1,,,,,,NDP150412G
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_415,ND190393,415,1,,,,8,1,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_416,NO_OATS_PLANTED,416,1,,,,8,2,,,,,,NDP150231Y
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_417,ND Spilde,417,1,,,,9,2,,,,,,NDP150412G
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_418,ND210038,418,1,,,,9,1,,,,,,NO_PEAS_PLANTED
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_419,IL17-1704,419,1,,,,10,1,,,,,,NDP150231Y
B4I_2025_PM3D_AL,Intercropping Cooperative,"Tallassee, AL",2025,CRD,B4I 2025 PM3D biomass sampling plots,phenotyping_trial,,,,,,B4I_2025_PM3D_AL_420,NO_OATS_PLANTED,420,1,,,,10,2,,,,,,ND VICTORY
