trial_name,breeding_program,location,year,design_type,description,trial_type,plot_width,plot_length,field_size,planting_date,harvest_date,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,range_number,row_number,col_number,seedlot_name,num_seed_per_plot,weight_gram_seed_per_plot,entry_number,intercrop_accession_name
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1036,IL24-4117,1036,1,,,,3,2,,,24,,NDP250229G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1037,IL24-7337,1037,1,,,,3,3,,,24,,NDP250255Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1038,IL24-1553,1038,1,,,,3,4,,,24,,NDP250057G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1039,IL24-7707,1039,1,,,,3,5,,,24,,NDP250254Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1040,IL24-7537,1040,1,,,,3,6,,,24,,NDP250228G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1041,IL24-2330,1041,1,,,,3,7,,,24,,NDP250361G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1042,IL24-2010,1042,1,,,,3,8,,,24,,NDP250280G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1043,IL24-6455,1043,1,,,,3,9,,,24,,NDP250115G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1044,IL24-2357,1044,1,,,,3,10,,,24,,NDP250198Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1045,IL23-2963,1045,1,,,,3,11,,,24,,NDP150338Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1046,IL24-741,1046,1,,,,3,12,,,24,,NDP250286G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1047,IL24-7325,1047,1,,,,3,13,,,24,,NDP250304G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1048,IL24-3017,1048,1,,,,3,14,,,24,,NDP250359G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1049,IL24-4634,1049,1,,,,3,15,,,24,,NDP250202Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1050,IL24-905,1050,1,,,,3,16,,,24,,NDP250221Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1051,IL24-1518,1051,1,,,,3,17,,,24,,NDP250345G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1052,IL24-6616,1052,1,,,,3,18,,,24,,NDP250225G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1053,IL24-2710,1053,1,,,,3,19,,,24,,NDP250123Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1054,IL24-1905,1054,1,,,,3,20,,,24,,NDP250293Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1055,IL23-4547,1055,1,,,,4,20,,,24,,NDP170181Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1056,IL24-2528,1056,1,,,,4,19,,,24,,NDP250316Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1057,IL24-2175,1057,1,,,,4,18,,,24,,NDP250371G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1058,IL24-7847,1058,1,,,,4,17,,,24,,NDP250210G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1059,IL24-2325,1059,1,,,,4,16,,,24,,NDP250008Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1060,IL23-1669,1060,1,,,,4,15,,,24,,NDP250089Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1061,IL24-2026,1061,1,,,,4,14,,,24,,NDP180101G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1062,IL24-7338,1062,1,,,,4,13,,,24,,NDP250205Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1063,IL24-7512,1063,1,,,,4,12,,,24,,NDP250310G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1064,IL24-3813,1064,1,,,,4,11,,,24,,NDP250340G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_Mono_2103,IL21-4039,2103,1,,,,4,10,,,24,,NO_PEAS_PLANTED
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1065,IL19-4877,1065,1,,,,4,9,,,24,,NDP250277G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_PM3D_3105,NO_OATS_PLANTED,3105,1,,,,4,8,,,24,,CDC AMARILLO
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1066,IL24-8746,1066,1,,,,4,7,,,24,,NDP250250Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_Mono_2104,NO_OATS_PLANTED,2104,1,,,,4,6,,,24,,GREENWOOD
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1067,IL24-2613,1067,1,,,,4,5,,,24,,NDP250257Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1068,IL24-2967,1068,1,,,,4,4,,,24,,NDP250222G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1069,IL24-3211,1069,1,,,,4,3,,,24,,NDP250209G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1070,IL22-251,1070,1,,,,4,2,,,24,,NDP250010Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1071,IL24-7538,1071,1,,,,4,1,,,24,,NDP250158Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1072,IL24-6125,1072,1,,,,5,1,,,24,,NDP250324G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1073,IL24-2405,1073,1,,,,5,2,,,24,,NDP250240G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_Mono_2105,NO_OATS_PLANTED,2105,1,,,,5,3,,,24,,CDC INCA
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1074,IL24-173,1074,1,,,,5,4,,,24,,NDP250025Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1075,IL24-3735,1075,1,,,,5,5,,,24,,NDP250352G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1076,IL24-1716,1076,1,,,,5,6,,,24,,NDP250246G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1077,IL24-6832,1077,1,,,,5,7,,,24,,NDP250272G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1078,IL24-6856,1078,1,,,,5,8,,,24,,NDP250247G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1079,IL24-7710,1079,1,,,,5,9,,,24,,NDP250271G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1080,IL24-3417,1080,1,,,,5,10,,,24,,NDP250222G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1081,IL24-3844,1081,1,,,,5,11,,,24,,NDP250242G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1082,IL24-2709,1082,1,,,,5,12,,,24,,NDP250207G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1083,IL24-7474,1083,1,,,,5,13,,,24,,NDP250327G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1084,IL24-4767,1084,1,,,,5,14,,,24,,NDP250018G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1085,IL24-310,1085,1,,,,5,15,,,24,,NDP250291Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1086,IL24-5446,1086,1,,,,5,16,,,24,,NDP250190Y
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1087,IL24-6819,1087,1,,,,5,17,,,24,,NDP250280G
B4I_2026_NY,Intercropping Cooperative,"Ithaca, NY - Snyder",2026,p-rep,B4I 2025 spring oat pea intercrop trial with five locations,phenotyping_trial,1.3,,0.3993,2026-04-14,,NY_B4I_main_1088,IL24-3816,1088,1,,,,5,18,,,24,,NDP250305G
