current_year,affiliation,timing,plot_id,count,missing,biomass plot_id,height cm,,Image Name,subplot,Oat,Pea,Other,,B4I_2025_PM3D_NY_20_subplot_3,741858,NY-Jannink_2025_TM-1_PL-741858,6/2/2025,1,741858,Oat,40.8
2025,NY02,3,3.2,2,image,2025-07-15_T3_3.2,104,,,,,,,,B4I_2025_PM3D_NY_11_subplot_2,741890,NY-Jannink_2025_TM-2_PL-741890,6/24/2025,2,741890,Other,8.4
2025,NY02,3,4.3,2,image,2025-07-15_T3_4.3,114,,,,,,,,B4I_2025_PM3D_NY_05_subplot_2,741893,NY-Jannink_2025_TM-2_PL-741893,6/24/2025,2,741893,Oat,230.1
2025,NY02,3,5.1,3,image,2025-07-15_T3_5.1,109,,,,,,,,B4I_2025_PM3D_NY_05_subplot_2,741893,NY-Jannink_2025_TM-2_PL-741893,6/24/2025,2,741893,Pea,38.4
2025,NY02,3,6.3,2,image,2025-07-15_T3_6.3,57,,,,,,,,B4I_2025_PM3D_NY_05_subplot_2,741893,NY-Jannink_2025_TM-2_PL-741893,6/24/2025,2,741893,Other,6.1
2025,NY02,3,7.3,3,image,2025-07-15_T3_7.3,118,,,,,,,,B4I_2025_PM3D_NY_04_subplot_2,741896,NY-Jannink_2025_TM-2_PL-741896,6/24/2025,2,741896,Oat,245.4
2025,NY02,3,8.2,2,image,2025-07-15_T3_8.2,62,,,,,,,,B4I_2025_PM3D_NY_04_subplot_2,741896,NY-Jannink_2025_TM-2_PL-741896,6/24/2025,2,741896,Pea,0
2025,NY02,3,9.2,2,image,2025-07-15_T3_9.2,106,,,,,,,,B4I_2025_PM3D_NY_04_subplot_2,741896,NY-Jannink_2025_TM-2_PL-741896,6/24/2025,2,741896,Other,3
2025,NY02,3,10.1,2,image,2025-07-15_T3_10.1,96,,,,,,,,B4I_2025_PM3D_NY_13_subplot_3,741879,NY-Jannink_2025_TM-2_PL-741879,6/24/2025,2,741879,Pea,20.4
2025,NY02,3,11.1,2,image,2025-07-15_T3_11.1,71,,,,,,,,B4I_2025_PM3D_NY_13_subplot_3,741879,NY-Jannink_2025_TM-2_PL-741879,6/24/2025,2,741879,Other,1.1
2025,NY02,3,12.2,2,image,2025-07-15_T3_12.2,115,,,,,,,,B4I_2025_PM3D_NY_19_subplot_3,741882,NY-Jannink_2025_TM-2_PL-741882,6/24/2025,2,741882,Oat,245.6
2025,NY02,3,13.2,3,image,2025-07-15_T3_13.2,117,,,,,,,,B4I_2025_PM3D_NY_19_subplot_3,741882,NY-Jannink_2025_TM-2_PL-741882,6/24/2025,2,741882,Pea,54.7
2025,NY02,3,14.1,2,image,2025-07-15_T3_14.1,117,,,,,,,,B4I_2025_PM3D_NY_19_subplot_3,741882,NY-Jannink_2025_TM-2_PL-741882,6/24/2025,2,741882,Other,0.8
2025,NY02,3,15.1,2,image,2025-07-15_T3_15.1,56,,,,,,,,B4I_2025_PM3D_NY_08_subplot_1,741883,NY-Jannink_2025_TM-2_PL-741883,6/24/2025,2,741883,Oat,0
2025,NY02,3,16.1,2,image,2025-07-15_T3_16.1,108,,,,,,,,B4I_2025_PM3D_NY_08_subplot_1,741883,NY-Jannink_2025_TM-2_PL-741883,6/24/2025,2,741883,Pea,117.1
2025,NY02,3,17.1,3,image,2025-07-15_T3_17.1,91,,,,,,,,B4I_2025_PM3D_NY_08_subplot_1,741883,NY-Jannink_2025_TM-2_PL-741883,6/24/2025,2,741883,Other,5
2025,NY02,3,18.3,2,image,2025-07-15_T3_18.3,191,,,,,,,,B4I_2025_PM3D_NY_03_subplot_3,741888,NY-Jannink_2025_TM-2_PL-741888,6/24/2025,2,741888,Oat,271.3
2025,NY02,3,19.1,2,image,2025-07-15_T3_19.1,94,,,,,,,,B4I_2025_PM3D_NY_03_subplot_3,741888,NY-Jannink_2025_TM-2_PL-741888,6/24/2025,2,741888,Pea,0
2025,NY02,3,20.2,1,image,2025-07-15_T3_20.2,104,,,,,,,,B4I_2025_PM3D_NY_11_subplot_2,741890,NY-Jannink_2025_TM-2_PL-741890,6/24/2025,2,741890,Pea,245.5
2025,NY02,3,1_3,4,biomass,delete,,,,,,,,,B4I_2025_PM3D_NY_03_subplot_3,741888,NY-Jannink_2025_TM-2_PL-741888,6/24/2025,2,741888,Other,16.3
2025,NY02,3,T3S5,4,biomass,delete,,,,,,,,,B4I_2025_PM3D_NY_06_subplot_2,741899,NY-Jannink_2025_TM-2_PL-741899,6/24/2025,2,741899,Oat,0
2025,NY02,10,TEST1,4,biomass,delete,,,,,,,,,B4I_2025_PM3D_NY_06_subplot_2,741899,NY-Jannink_2025_TM-2_PL-741899,6/24/2025,2,741899,Pea,162.4
2025,NY02,10,TEST2,4,biomass,delete,,,,,,,,,B4I_2025_PM3D_NY_06_subplot_2,741899,NY-Jannink_2025_TM-2_PL-741899,6/24/2025,2,741899,Other,8.1
2025,NY02,10,TEST3,4,biomass,delete,,,,,,,,,B4I_2025_PM3D_NY_12_subplot_3,741903,NY-Jannink_2025_TM-2_PL-741903,6/24/2025,2,741903,Oat,242.3
2025,NY02,10,TEST6,8,biomass,delete,,,,,,,,,B4I_2025_PM3D_NY_12_subplot_3,741903,NY-Jannink_2025_TM-2_PL-741903,6/24/2025,2,741903,Pea,52.7
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_12_subplot_3,741903,NY-Jannink_2025_TM-2_PL-741903,6/24/2025,2,741903,Other,0.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_18_subplot_1,741904,NY-Jannink_2025_TM-2_PL-741904,6/24/2025,2,741904,Oat,149.5
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_18_subplot_1,741904,NY-Jannink_2025_TM-2_PL-741904,6/24/2025,2,741904,Pea,100.1
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_18_subplot_1,741904,NY-Jannink_2025_TM-2_PL-741904,6/24/2025,2,741904,Other,0.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_16_subplot_3,741909,NY-Jannink_2025_TM-2_PL-741909,6/24/2025,2,741909,Oat,172.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_16_subplot_3,741909,NY-Jannink_2025_TM-2_PL-741909,6/24/2025,2,741909,Pea,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_16_subplot_3,741909,NY-Jannink_2025_TM-2_PL-741909,6/24/2025,2,741909,Other,2
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_01_subplot_2,741911,NY-Jannink_2025_TM-2_PL-741911,6/24/2025,2,741911,Oat,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_01_subplot_2,741911,NY-Jannink_2025_TM-2_PL-741911,6/24/2025,2,741911,Pea,364.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_01_subplot_2,741911,NY-Jannink_2025_TM-2_PL-741911,6/24/2025,2,741911,Other,23.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_10_subplot_2,741914,NY-Jannink_2025_TM-2_PL-741914,6/24/2025,2,741914,Oat,169.6
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_10_subplot_2,741914,NY-Jannink_2025_TM-2_PL-741914,6/24/2025,2,741914,Pea,74.5
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_10_subplot_2,741914,NY-Jannink_2025_TM-2_PL-741914,6/24/2025,2,741914,Other,0.9
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_01_subplot_3,741912,NY-Jannink_2025_TM-3_PL-1.3,7/14/2025,3,1.3,Oat,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_01_subplot_3,741912,NY-Jannink_2025_TM-3_PL-1.3,7/14/2025,3,1.3,Pea,314.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_01_subplot_3,741912,NY-Jannink_2025_TM-3_PL-1.3,7/14/2025,3,1.3,Other,77
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_02_subplot_1,741859,NY-Jannink_2025_TM-3_PL-2.1,7/14/2025,3,2.1,Oat,418.1
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_02_subplot_1,741859,NY-Jannink_2025_TM-3_PL-2.1,7/14/2025,3,2.1,Pea,122.6
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_02_subplot_1,741859,NY-Jannink_2025_TM-3_PL-2.1,7/14/2025,3,2.1,Other,35.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_03_subplot_2,741887,NY-Jannink_2025_TM-3_PL-3.2,7/14/2025,3,3.2,Oat,431.3
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_03_subplot_2,741887,NY-Jannink_2025_TM-3_PL-3.2,7/14/2025,3,3.2,Pea,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_03_subplot_2,741887,NY-Jannink_2025_TM-3_PL-3.2,7/14/2025,3,3.2,Other,8.4
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_04_subplot_3,741897,NY-Jannink_2025_TM-3_PL-4.3,7/14/2025,3,4.3,Oat,439.6
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_04_subplot_3,741897,NY-Jannink_2025_TM-3_PL-4.3,7/14/2025,3,4.3,Pea,0
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_04_subplot_3,741897,NY-Jannink_2025_TM-3_PL-4.3,7/14/2025,3,4.3,Other,12.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_05_subplot_1,741892,NY-Jannink_2025_TM-3_PL-5.1,7/14/2025,3,5.1,Oat,330.8
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_05_subplot_1,741892,NY-Jannink_2025_TM-3_PL-5.1,7/14/2025,3,5.1,Pea,68.2
,,,,,,,,,,,,,,,B4I_2025_PM3D_NY_05_subplot_1,741892,NY-Jannink_2025_TM-3_PL-5.1,7/14/2025,3,5.1,Other,16.5
