current_year,affiliation,timing,plot_id,count,missing
2024,NY02,2.0,717127,2,image
2024,NY02,2.0,717131,2,image
2024,NY02,2.0,717145,1,image
2024,NY02,2.0,717149,2,image
2024,NY02,2.0,717152,2,image
2024,NY02,2.0,717155,3,image
2024,NY02,2.0,717160,2,image
2024,NY02,2.0,717164,3,image
2024,NY02,2.0,717169,2,image
2024,NY02,2.0,717173,2,image
2024,NY02,2.0,717182,2,image
2024,NY02,2.0,717188,1,image
2024,NY02,2.0,717205,2,image
2024,NY02,2.0,717206,2,image
2024,NY02,2.0,717224,2,image
2024,NY02,2.0,717233,1,image
2024,NY02,2.0,717247,1,image
2024,NY02,2.0,717250,2,image
2024,NY02,2.0,717257,3,image
2024,NY02,2.0,717277,2,image
2024,NY02,2.0,717283,1,image
2024,NY02,2.0,717289,2,image
2024,NY02,2.0,717290,2,image
2024,NY02,3.0,717353,12,complete
2024,NY02,3.0,717354,8,complete
2024,NY02,3.0,717360,12,complete
2024,NY02,3.0,717368,8,complete
2024,NY02,3.0,717386,8,complete
2024,NY02,3.0,717387,12,complete
2024,NY02,3.0,717398,12,complete
2024,NY02,3.0,717411,12,complete
2024,NY02,3.0,717428,12,complete
2024,NY02,3.0,717431,12,complete
2024,NY02,3.0,717432,12,complete
2024,NY02,3.0,717437,8,complete
2024,NY02,3.0,717438,12,complete
2024,NY02,3.0,717443,8,complete
2024,NY02,3.0,717446,12,complete
2024,NY02,3.0,717452,8,complete
2024,NY02,3.0,717455,12,complete
2024,NY02,3.0,717464,8,complete
2024,NY02,3.0,717473,12,complete
2024,NY02,3.0,717477,12,complete
2024,NY02,3.0,717483,12,complete
2024,NY02,3.0,717486,8,complete
2024,NY02,3.0,717489,12,complete
2024,NY02,3.0,717497,12,complete
2024,NY02,3.0,717500,12,complete
2024,NY02,3.0,717503,12,complete
2024,NY02,3.0,plot_100_subplot_3_oat,8,complete
2024,NY02,3.0,plot_101_subplot_1_oat,12,complete
2024,NY02,3.0,plot_102_subplot_1_oat,8,complete
2024,NY02,3.0,plot_103_subplot_3_oat,12,complete
2024,NY02,3.0,plot_104_subplot_3_oat,8,complete
2024,NY02,3.0,plot_105_subplot_3_oat,12,complete
2024,NY02,3.0,plot_106_subplot_3_oat,8,complete
2024,NY02,3.0,plot_107_subplot_1_oat,8,complete
2024,NY02,3.0,plot_108_subplot_1_oat,12,complete
2024,NY02,3.0,plot_109_subplot_1_oat,8,complete
2024,NY02,3.0,plot_110_subplot_1_oat,12,complete
2024,NY02,3.0,plot_119_subplot_1_oat,8,complete
2024,NY02,3.0,plot_120_subplot_1_oat,12,complete
2024,NY02,3.0,plot_129_subplot_1_oat,12,complete
2024,NY02,3.0,plot_130_subplot_1_oat,8,complete
2024,NY02,3.0,plot_139_subplot_1_oat,12,complete
2024,NY02,3.0,plot_13_subplot_3_oat,8,complete
2024,NY02,3.0,plot_140_subplot_1_oat,12,complete
2024,NY02,3.0,plot_143_subplot_1_oat,8,complete
2024,NY02,3.0,plot_144_subplot_1_oat,12,complete
2024,NY02,3.0,plot_145_subplot_3_oat,12,complete
2024,NY02,3.0,plot_146_subplot_3_oat,8,complete
2024,NY02,3.0,plot_147_subplot_3_oat,8,complete
2024,NY02,3.0,plot_148_subplot_3_oat,12,complete
2024,NY02,3.0,plot_149_subplot_3_oat,2,image
2024,NY02,3.0,plot_149subplot_3_oat_,4,biomass
2024,NY02,3.0,plot_14_subplot_3_oat,12,complete
2024,NY02,3.0,plot_150_subplot_3_oat,12,complete
2024,NY02,3.0,plot_151_subplot_3_oat,8,complete
2024,NY02,3.0,plot_152_subplot_3_oat,12,complete
2024,NY02,3.0,plot_153_subplot_1_oat,12,complete
2024,NY02,3.0,plot_154_subplot_1_oat,8,complete
2024,NY02,3.0,plot_157_subplot_1_oat,12,complete
2024,NY02,3.0,plot_158_subplot_1_oat,12,complete
2024,NY02,3.0,plot_15_subplot_3_oat,12,complete
2024,NY02,3.0,plot_163_subplot_1_oat,12,complete
2024,NY02,3.0,plot_164_subplot_1_oat,8,complete
2024,NY02,3.0,plot_167_subplot_3_oat,8,complete
2024,NY02,3.0,plot_168_subplot_3_oat,8,complete
2024,NY02,3.0,plot_16_subplot_3_oat,8,complete
2024,NY02,3.0,plot_173_subplot_3_oat,8,complete
2024,NY02,3.0,plot_174_subplot_3_oat,3,image
2024,NY02,3.0,plot_174_subplot_3_pea,4,biomass
2024,NY02,3.0,plot_175_subplot_3_oat,12,complete
2024,NY02,3.0,plot_176_subplot_3_oat,8,complete
2024,NY02,3.0,plot_177_subplot_1_oat,8,complete
2024,NY02,3.0,plot_178_subplot_1_oat,8,complete
2024,NY02,3.0,plot_189_subplot_1_oat,12,complete
2024,NY02,3.0,plot_190_subplot_1_oat,8,complete
2024,NY02,3.0,plot_195_subplot_1_oat,12,complete
2024,NY02,3.0,plot_196_subplot_1_oat,8,complete
2024,NY02,3.0,plot_197_subplot_3_oat,2,image
2024,NY02,3.0,plot_198_subplot_3_oat,8,complete
2024,NY02,3.0,plot_199_subplot_3_oat,8,complete
2024,NY02,3.0,plot_1_subplot_1_oat,16,complete
2024,NY02,3.0,plot_200_subplot_3_oat,8,complete
2024,NY02,3.0,plot_21_subplot_1_oat,8,complete
2024,NY02,3.0,plot_22_subplot_1_oat,8,complete
2024,NY02,3.0,plot_23_subplot_1_oat,8,complete
2024,NY02,3.0,plot_24_subplot_1_oat,12,complete
2024,NY02,3.0,plot_25_subplot_3_oat,12,complete
2024,NY02,3.0,plot_26_subplot_3_oat,8,complete
2024,NY02,3.0,plot_29_subplot_3_oat,12,complete
2024,NY02,3.0,plot_2_subplot_1_oat,12,complete
2024,NY02,3.0,plot_30_subplot_3_oat,8,complete
2024,NY02,3.0,plot_31_subplot_1_oat,12,complete
2024,NY02,3.0,plot_32_subplot_1_oat,8,complete
2024,NY02,3.0,plot_33_subplot_1_oat,8,complete
2024,NY02,3.0,plot_34_subplot_1_oat,12,complete
2024,NY02,3.0,plot_37_subplot_1_oat,8,complete
2024,NY02,3.0,plot_38_subplot_1_oat,12,complete
2024,NY02,3.0,plot_39_subplot_3_oat,8,complete
2024,NY02,3.0,plot_40_subplot_3_oat,12,complete
2024,NY02,3.0,plot_43_subplot_1_oat,12,complete
2024,NY02,3.0,plot_44_subplot_1_oat,8,complete
2024,NY02,3.0,plot_45_subplot_1_oat,12,complete
2024,NY02,3.0,plot_46_subplot_1_oat,8,complete
2024,NY02,3.0,plot_59_subplot_3_oat,8,complete
2024,NY02,3.0,plot_5_subplot_3_oat,8,complete
2024,NY02,3.0,plot_60_subplot_3_oat,12,complete
2024,NY02,3.0,plot_63_subplot_3_oat,8,complete
2024,NY02,3.0,plot_64_subplot_3_oat,12,complete
2024,NY02,3.0,plot_65_subplot_1_oat,12,complete
2024,NY02,3.0,plot_66_subplot_1_oat,8,complete
2024,NY02,3.0,plot_67_subplot_3_oat,12,complete
2024,NY02,3.0,plot_68_subplot_3_oat,8,complete
2024,NY02,3.0,plot_69_subplot_1_oat,12,complete
2024,NY02,3.0,plot_6_subplot_3_oat,12,complete
2024,NY02,3.0,plot_70_subplot_1_oat,8,complete
2024,NY02,3.0,plot_73_subplot_1_oat,8,complete
2024,NY02,3.0,plot_74_subplot_1_oat,12,complete
2024,NY02,3.0,plot_75_subplot_3_oat,8,complete
2024,NY02,3.0,plot_76_subplot_3_oat,12,complete
2024,NY02,3.0,plot_77_subplot_1_oat,12,complete
2024,NY02,3.0,plot_78_subplot_1_oat,8,complete
2024,NY02,3.0,plot_79_subplot_1_oat,12,complete
2024,NY02,3.0,plot_80_subplot_1_oat,8,complete
2024,NY02,3.0,plot_85_subplot_1_oat,12,complete
2024,NY02,3.0,plot_86_subplot_1_oat,8,complete
2024,NY02,3.0,plot_97_subplot_3_oat,12,complete
2024,NY02,3.0,plot_98_subplot_3_oat,8,complete
2024,NY02,3.0,plot_99_subplot_3_oat,12,complete
