studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Above ground dry biomass - g|timepoint 1|COMP:0000110,Above ground dry biomass - g|timepoint 2|COMP:0000111,Above ground dry biomass - g|timepoint 3|COMP:0000112,Emergence|day 128|COMP:0000130,Heading date - Julian day|CO_350:0000270,Lodging severity - 0-9 Rating|CO_350:0005007,Maturity date - Julian day|CO_350:0000271,Pea Aboveground Dry Biomass - g|timepoint 1|COMP:0000118,Pea Aboveground Dry Biomass - g|timepoint 2|COMP:0000119,Pea Aboveground Dry Biomass - g|timepoint 3|COMP:0000120,Pea Flowering Date - 10% - Julian Day|CO_xxx:0003014,Pea Maturity Date - Julian Day|CO_xxx:0003015,Pea Plant Establishment - plants/ft2|CO_xxx:0003011,Pea Plant Height - cm|timepoint 1|COMP:0000122,Pea Plant Height - cm|timepoint 2|COMP:0000123,Pea Plant Height - cm|timepoint 3|COMP:0000124,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|timepoint 1|COMP:0000114,Plant height - cm|timepoint 2|COMP:0000115,Plant height - cm|timepoint 3|COMP:0000116,Weed above ground dry biomass - g|timepoint 1|COMP:0000126,Weed above ground dry biomass - g|timepoint 2|COMP:0000127,Weed above ground dry biomass - g|timepoint 3|COMP:0000128,notes
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,plot,737922,B4I_2025_PM3D_IL_302,1,1,302,3,2,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,0,,,,22,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741784,B4I_2025_PM3D_IL_302_subplot_1,1,1,302,3,2,test,,,,,,,630.9,,,,,,,0,,,,,,0,,,,96,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741785,B4I_2025_PM3D_IL_302_subplot_2,1,1,302,3,2,test,,,,,137.6,,,,,,,0,,,,,,0,,,,36,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741786,B4I_2025_PM3D_IL_302_subplot_3,1,1,302,3,2,test,,,,,,226.5,,,,,,,0,,,,,,0,,,,64,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,plot,737924,B4I_2025_PM3D_IL_401,1,1,401,4,2,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,0,,,,22,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741748,B4I_2025_PM3D_IL_401_subplot_1,1,1,401,4,2,test,,,,,,281.2,,,,,,,0,,,,,,0,,,,67,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741749,B4I_2025_PM3D_IL_401_subplot_2,1,1,401,4,2,test,,,,,139,,,,,,,0,,,,,,0,,,,37,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741750,B4I_2025_PM3D_IL_401_subplot_3,1,1,401,4,2,test,,,,,,,557.4,,,,,,,0,,,,,,0,,,,102,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,plot,737921,B4I_2025_PM3D_IL_402,1,1,402,4,1,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,0,,,,23,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,subplot,741772,B4I_2025_PM3D_IL_402_subplot_1,1,1,402,4,1,test,,,,,,261.5,,,,,,,0,,,,,,0,,,,61,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,subplot,741773,B4I_2025_PM3D_IL_402_subplot_2,1,1,402,4,1,test,,,,,128.3,,,,,,,0,,,,,,0,,,,37,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,subplot,741774,B4I_2025_PM3D_IL_402_subplot_3,1,1,402,4,1,test,,,,,,,530,,,,,,,0,,,,,,0,,,,99,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,plot,737934,B4I_2025_PM3D_IL_501,1,1,501,5,1,test,,733333,NDP150231Y,,,,,,,,,,,,,,6,,,,12,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,subplot,741745,B4I_2025_PM3D_IL_501_subplot_1,1,1,501,5,1,test,,,,,,,483.2,,,,,,,156.1,,,,,,60,,,,97,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,subplot,741746,B4I_2025_PM3D_IL_501_subplot_2,1,1,501,5,1,test,,,,,101.1,,,,,,,60.7,,,,,,38,,,,36,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737913,ND190393,,subplot,741747,B4I_2025_PM3D_IL_501_subplot_3,1,1,501,5,1,test,,,,,,158.2,,,,,,,59.1,,,,,,51,,,,63,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,plot,737929,B4I_2025_PM3D_IL_502,1,1,502,5,2,test,,733454,NDP150412G,,,,,,,,,,,,,,5,,,,13,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741781,B4I_2025_PM3D_IL_502_subplot_1,1,1,502,5,2,test,,,,,96.6,,,,,,,53,,,,,,35,,,,34,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741782,B4I_2025_PM3D_IL_502_subplot_2,1,1,502,5,2,test,,,,,,152.7,,,,,,,73.4,,,,,,50,,,,61,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741783,B4I_2025_PM3D_IL_502_subplot_3,1,1,502,5,2,test,,,,,,,279.8,,,,,,,218.6,,,,,,60,,,,96,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,plot,737919,B4I_2025_PM3D_IL_601,1,1,601,6,2,test,,733372,ND DAWN,,,,,,,,,,,,,,5,,,,14,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,subplot,741754,B4I_2025_PM3D_IL_601_subplot_1,1,1,601,6,2,test,,,,,120.2,,,,,,,55.7,,,,,,35,,,,34,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,subplot,741755,B4I_2025_PM3D_IL_601_subplot_2,1,1,601,6,2,test,,,,,,184.4,,,,,,,57.9,,,,,,50,,,,65,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,subplot,741756,B4I_2025_PM3D_IL_601_subplot_3,1,1,601,6,2,test,,,,,,,385.9,,,,,,,129.5,,,,,,50,,,,103,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,plot,737927,B4I_2025_PM3D_IL_602,1,1,602,6,1,test,,733372,ND DAWN,,,,,,,,,,,,,,9,,,,14,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741766,B4I_2025_PM3D_IL_602_subplot_1,1,1,602,6,1,test,,,,,98.2,,,,,,,64.4,,,,,,34,,,,37,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741767,B4I_2025_PM3D_IL_602_subplot_2,1,1,602,6,1,test,,,,,,195.5,,,,,,,79.5,,,,,,50,,,,67,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",202026,IL17-1704,,subplot,741768,B4I_2025_PM3D_IL_602_subplot_3,1,1,602,6,1,test,,,,,,,307.5,,,,,,,206.9,,,,,,63,,,,94,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,plot,737928,B4I_2025_PM3D_IL_701,1,1,701,7,1,test,,733454,NDP150412G,,,,,,,,,,,,,,8,,,,6,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741775,B4I_2025_PM3D_IL_701_subplot_1,1,1,701,7,1,test,,,,,,255.5,,,,,,,33,,,,,,45,,,,66,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741776,B4I_2025_PM3D_IL_701_subplot_2,1,1,701,7,1,test,,,,,,,485.3,,,,,,,110.9,,,,,,60,,,,105,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",737914,ND Spilde,,subplot,741777,B4I_2025_PM3D_IL_701_subplot_3,1,1,701,7,1,test,,,,,84.7,,,,,,,75.1,,,,,,34,,,,40,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,plot,737933,B4I_2025_PM3D_IL_702,1,1,702,7,2,test,,737915,NO_PEAS_PLANTED,,,,,,,,,,,,,,0,,,,26,,,,,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,subplot,741742,B4I_2025_PM3D_IL_702_subplot_1,1,1,702,7,2,test,,,,,,,561.7,,,,,,,0,,,,,,0,,,,108,,,0,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,subplot,741743,B4I_2025_PM3D_IL_702_subplot_2,1,1,702,7,2,test,,,,,,304.8,,,,,,,0,,,,,,0,,,,72,,,0,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",732538,SD Momentum,SDMomentum,subplot,741744,B4I_2025_PM3D_IL_702_subplot_3,1,1,702,7,2,test,,,,,172.8,,,,,,,0,,,,,,0,,,,46,,,0,,,
2025,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6829,B4I_2025_PM3D_IL,B4I 2025 PM3D biomass sampling plots,CRD,,,,,,,,140,"Urbana, IL",703605,NO_OATS_PLANTED,,plot,737931,B4I_2025_PM3D_IL_801,1,1,801,8,2,test,,733333,NDP150231Y,,,,,,,,,,,,,,12,,,,0,,,,,,,
